RU000A101DU4,Вита Лайн БО-01,ВитаЛайнБ1,Vita Line BO-01,1000.0,SUR,2020-02-07,RU000A101DU4,1000000,stock_bonds,2023-02-03,27.42,,exchange_bond
RU000A102H91,Автодор ГК БО-003Р-01,Автодор3Р1,Russian Highways BO-003P-01,1000.0,SUR,2020-12-15,RU000A102H91,14000000,stock_bonds,2025-12-09,33.66,,exchange_bond
XS1513741311,Alfa Bond Issuance perpetual,ALFA-perp,Alfa Bond Issuance perpetual,1000.0,USD,2017-02-03,XS1513741311,700000,stock_bonds,,20.0,,corporate_bond
XS2085844053,BCS SP Plc Series 69,BCS12/24-7,BCS SP Plc Series 69,1250.0,USD,2019-11-29,XS2085844053,8000,stock_bonds,2024-12-30,50.0,,corporate_bond
RU000A0JXPD9,"""Трубная Мет.Комп."" ПАО БО-06",ТМК БО-6,TMK BO-06,1000.0,SUR,2017-04-25,RU000A0JXPD9,5000000,stock_bonds,2027-04-13,41.14,,exchange_bond
RU000A0ZZTK7,ТрансКомплектХолдинг AО БО-П2,ТКХ БО-П02,TransKomplektHolding BO-P02,1000.0,SUR,2018-11-15,RU000A0ZZTK7,5000000,stock_bonds,2028-11-02,47.37,,exchange_bond
RU000A101QN1,Газпром капитал ООО БО-001Р-04,ГазпромКP4,Gazprom capital LLC BO-001P-04,1000.0,SUR,2020-06-02,RU000A101QN1,15000000,stock_bonds,2027-05-25,29.42,,exchange_bond
RU000A0ZYHW0,Левенгук ОАО БО-01,ЛевенгукБ1,Levenguk BO-01,1000.0,SUR,2017-12-04,RU000A0ZYHW0,100000,stock_bonds,2027-11-22,32.41,,exchange_bond
RU000A100RS0,ТЕХНО Лизинг 001P-02,ТЕХЛиз 1P2,TECHNO Leasing 001P-02,875.0,SUR,2019-08-28,RU000A100RS0,200000,stock_bonds,2022-08-24,28.9,,exchange_bond
RU000A100S41,СберИОС 001Р-135R GAZP_asn 100,СберИОС135,SberIOS 001P-135R GAZP_asn 100,1000.0,SUR,2019-09-26,RU000A100S41,809663,stock_bonds,2022-09-26,0.3,,exchange_bond
RU000A1026V1,Тойота Банк БО-001P-04,ТойотаБ1P4,Toyota Bank BO-001P-04,1000.0,SUR,2020-10-06,RU000A1026V1,5000000,stock_bonds,2023-10-09,29.58,,exchange_bond
XS2010043656,SovCom Capital D.A.C. 07/04/30,SCB-30,SovCom Capital D.A.C. 07/04/30,1000.0,USD,2019-10-07,XS2010043656,300000,stock_bonds,2030-04-07,40.0,,corporate_bond
RU000A103SL7,ВЭБ.РФ ПБО-001Р-К356,ВЭБ1P-К356,VEB.RF PBO-001P-K356,1000.0,SUR,2021-11-12,RU000A103SL7,2150000,stock_bonds,2021-12-10,5.7,,exchange_bond
XS1592279522,GAZ CAPITAL SA 4.25 06/04/24,GAZ-24 GBP,GAZ CAPITAL SA 4.25 06/04/24,1000.0,GBP,2017-04-06,XS1592279522,850000,stock_bonds,2024-04-06,21.25,,corporate_bond
XS1951067039,CBOM Finance P.L.C. 5.15,CBOM-24 EU,CBOM Finance P.L.C. 5.15,1000.0,EUR,2019-02-20,XS1951067039,327228,stock_bonds,2024-02-20,51.5,,corporate_bond
XS2269280066,BCS SP Plc Series 2020-35,BCS GMf10,BCS SP Plc Series 2020-35,1250.0,USD,2020-12-03,XS2269280066,8000,stock_bonds,2025-12-20,34.47,,corporate_bond
RU000A1022N7,СберИОС 001Р-318R 5Г МГТРД ИНД,СберИОС318,SberIOS 001P-318R 5Y MGTRD IND,1000.0,SUR,2020-09-17,RU000A1022N7,1950043,stock_bonds,2025-09-24,0.5,,exchange_bond
RU000A100JC1,ЕАБР БО 001Р-04,ЕАБР 1Р-04,Eurasian Develop Bank 1P-04,1000.0,SUR,2019-07-16,RU000A100JC1,5000000,stock_bonds,2023-01-10,39.89,,exchange_bond
XS2099039542,Phosagro Bond Funding 23/01/25,PHOS-25,Phosagro Bond Funding 23/01/25,1000.0,USD,2020-01-23,XS2099039542,500000,stock_bonds,2025-01-23,15.25,,corporate_bond
RU000A101V78,Банк ВТБ (ПАО) Б-1-88,ВТБ Б-1-88,Bank VTB B-1-88,1000.0,SUR,2020-07-14,RU000A101V78,343933,stock_bonds,2022-07-12,0.05,,exchange_bond
RU000A0JU1Q8,"""Россельхозбанк"" (АО) обл.21",РСХБ 21,Rosselhozbank 21,1000.0,SUR,2013-07-30,RU000A0JU1Q8,10000000,stock_bonds,2023-07-18,27.42,,corporate_bond
RU000A102H83,КБ Ренессанс Кредит БО-04,РенКредБО4,Renaissance Credit BO-04,1000.0,SUR,2020-12-15,RU000A102H83,2000000,stock_bonds,2025-12-15,42.37,,exchange_bond
RU000A102GW1,Совкомбанк Лизинг БО-П03,СовкмЛ П03,Sovcombank Leasing BO-P03,1000.0,SUR,2020-12-11,RU000A102GW1,1000000,stock_bonds,2023-12-08,16.21,,exchange_bond
XS0795156719,OIM ABS Limited 9 18/06/22,OIM-17 RUB,OIM ABS Limited 9 17/06/17,5000000.0,SUR,2014-12-18,XS0795156719,3600,stock_bonds,2022-06-18,,,corporate_bond
RU000A103SK9,ВЭБ.РФ ПБО-001Р-К355,ВЭБ1P-К355,VEB.RF PBO-001P-K355,1000.0,SUR,2021-11-11,RU000A103SK9,1561000,stock_bonds,2021-12-02,4.22,,exchange_bond
RU000A1009A1,МегаФон ПАО БО-002P-02,Мегафон2P2,MegaFon BO-002P-02,1000.0,SUR,2019-04-15,RU000A1009A1,10000000,stock_bonds,2026-04-06,44.38,,exchange_bond
XS1585190389,GAZ CAPITAL S.A. 4.95 23/03/27,GAZ-27,GAZ CAPITAL S.A. 4.95 23/03/27,1000.0,USD,2017-03-23,XS1585190389,750000,stock_bonds,2027-03-23,24.75,,corporate_bond
RU000A0ZZXT0,ВсеИнструменты.ру ООО БО-01,ВсИнстрБО1,VseInstrumenti.ru LLC BO-01,1000.0,SUR,2018-12-13,RU000A0ZZXT0,700000,stock_bonds,2021-12-09,22.44,,exchange_bond
CH1100259816,RZD Capital PLC VAR UNDT,RZD-p CHF,RZD Capital PLC VAR UNDT,5000.0,CHF,2021-03-23,CH1100259816,50000,stock_bonds,,156.25,,corporate_bond
RU000A1004W6,ДОМ.РФ АО 001Р-05R,ДОМ 1P-5R,DOM.RF 001P-05R,1000.0,SUR,2019-03-01,RU000A1004W6,10000000,stock_bonds,2029-02-16,27.18,,exchange_bond
RU000A102U11,Бери Рули обК01,Бери Рули обК01,Beri Ruli obK01,1000.0,RUB,,RU000A102U11,,stock_bonds,2025-03-07,42.38,,non_exchange_bond
XS2301292400,Gaz Finance Plc 1.5 17/02/27,GAZ-27 EUR,Gaz Finance Plc 1.5 17/02/27,1000.0,EUR,2021-02-17,XS2301292400,1000000,stock_bonds,2027-02-17,15.0,,corporate_bond
RU000A100RR2,СберИОС 001Р-130R 4Y O.G. 103%,СберИОС130,SberIOS 001P-130R 4Y O.G. 103%,1000.0,SUR,2019-08-27,RU000A100RR2,327922,stock_bonds,2023-08-27,47.5,,exchange_bond
RU000A102762,Банк ВТБ (ПАО) Б-1-136,ВТБ Б1-136,Bank VTB B-1-136,1000.0,SUR,2020-11-17,RU000A102762,248517,stock_bonds,2022-11-15,0.05,,exchange_bond
RU000A1017Z1,ПАО ОТКРЫТИЕ ФК Банк БО-ИО04,ОткрФКБИО4,Bank Otkritie FC BO-IO04,1000.0,SUR,2019-12-20,RU000A1017Z1,39375,stock_bonds,2022-12-19,0.3,,exchange_bond
RU000A1044K7,Новая концесс. компания БО-01,НКК БО-01,New Concession Company BO-01,1000.06,SUR,2021-11-25,RU000A1044K7,3000000,stock_bonds,2050-08-24,20.95,,exchange_bond
RU000A100JB3,ГПБ (АО) БО 001Р-12Р,ГПБ001P12P,Gazprombank BO 001P-12P,1000.0,SUR,2019-07-05,RU000A100JB3,5000000,stock_bonds,2025-01-05,41.34,,exchange_bond
XS1596115409,BoretsFinance DAC 6.5 07/04/22,BRTS-22,BoretsFinance DAC 6.5 07/04/22,1000.0,USD,2017-04-07,XS1596115409,330000,stock_bonds,2022-04-07,32.5,,corporate_bond
RU000A101UU8,СФО Социального развия 01,Соц.разв01,SPE Social Development 01,854.2,SUR,2020-06-30,RU000A101UU8,3216086,stock_bonds,2027-01-08,21.98,,corporate_bond
RU000A101QM3,Газпром капитал ООО БО-001Р-03,ГазпромКP3,Gazprom capital LLC BO-001P-03,1000.0,SUR,2020-06-02,RU000A101QM3,15000000,stock_bonds,2025-05-27,28.42,,exchange_bond
RU000A1031H0,СберИОС 001Р-441R 3Г ВСТГЭ ИНД,СберИОС441,SberIOS 001P-441R 3Y GLRCV IND,1000.0,SUR,2021-05-28,RU000A1031H0,30089,stock_bonds,2024-06-04,0.3,,exchange_bond
RU000A1035P4,ТД Мясничий обК01,ТД Мясничий обК01,TD Myasnichij obK01,1000.0,RUB,,RU000A1035P4,200000000,stock_bonds,2022-06-08,11.04,,non_exchange_bond
US912810FE39,Government of the USA 5.5,UST-28,Government of the USA 5.5,100.0,USD,1998-08-17,US912810FE39,100030000,stock_bonds,2028-08-15,2.75,,ofz_bond
RU000A0JVVT7,"АО ""СМП Банк"" БО-03",СМП БО-03,SevMorPut BO-03,1000.0,SUR,2015-10-27,RU000A0JVVT7,10000000,stock_bonds,2025-10-14,17.33,,exchange_bond
RU000A100AP2,ХК Финанс ООО БО 001Р-03,ХКФинБ1P3,HC Finance LLC BO 001P-03,1000.0,SUR,2019-04-25,RU000A100AP2,3000000,stock_bonds,2022-04-21,24.93,,exchange_bond
RU000A0JVRL2,"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П01",ПЕРЕСВ БП1,"AKB PAO ""PERESVET"" BO-P01",1000.0,SUR,2015-09-09,RU000A0JVRL2,158,stock_bonds,2035-08-15,91.55,,exchange_bond
RU000A102GV3,ДОМ.РФ Ипотечный агент БО 1P1,ИАДОМ Б1P1,DOM.RF Mortgage agent BO 1P1,748.0,SUR,2020-12-11,RU000A102GV3,5825188,stock_bonds,2045-10-28,11.41,,exchange_bond
RU000A0ZYMD0,РОСБАНК ПАО обл.19-ИП,Росбн19ИП,Rosbank 19-IP,1000.0,SUR,2017-12-28,RU000A0ZYMD0,7000000,stock_bonds,2022-12-28,39.21,,corporate_bond
XS0842078536,VTB CAPITAL SA 6.95 17/10/22,VTB-22,VTB CAPITAL SA 6.95 17/10/22,1000.0,USD,2014-10-17,XS0842078536,1500000,stock_bonds,2022-10-17,34.75,,corporate_bond
RU000A0ZZY83,Сбербанк ПАО ИОС 001P-47R,СберИОС47,Sberbank IOS 001P-47R,1000.0,SUR,2018-12-28,RU000A0ZZY83,633727,stock_bonds,2022-06-28,0.35,,exchange_bond
RU000A100EX8,Газпром капитал ООО БО-001Р-01,ГазпромКP1,Gazprom capital LLC BO-001P-01,1000.0,SUR,2019-06-06,RU000A100EX8,15000000,stock_bonds,2022-06-02,39.84,,exchange_bond
RU000A0JUG98,Международный инвест. банк 04,МежИнБанк4,International Invest. Bank 4,1000.0,SUR,2015-11-19,RU000A0JUG98,5000000,stock_bonds,2025-11-06,0.05,,ifi_bond
SU26222RMFS8,ОФЗ-ПД 26222 16/10/24,ОФЗ 26222,OFZ-PD 26222,1000.0,SUR,2017-05-03,RU000A0JXQF2,350000000,stock_bonds,2024-10-16,35.4,,ofz_bond
RU000A100576,Сбербанк ПАО ИОС 001P-62R,СберИОС62,Sberbank IOS 001P-62R,1000.0,SUR,2019-03-05,RU000A100576,347033,stock_bonds,2022-09-12,47.6,,exchange_bond
XS2184900186,VEON Holdings B.V. 18/06/25,VEON-25 RU,VEON Holdings B.V. 18/06/25,100000.0,SUR,2020-06-18,XS2184900186,200000,stock_bonds,2025-06-18,3150.0,,corporate_bond
XS2407287452,BCS SP Plc Series 225,BCS12/26-3,BCS SP Plc Series 225,1250.0,USD,2021-11-16,XS2407287452,8000,stock_bonds,2026-12-30,0.0,,corporate_bond
RU000A0JWDN6,РУСАЛ Братский алюм. з-д БО-01,РУСАЛБрБ01,RUSAL Bratsk BO-01,1000.0,SUR,2016-04-19,RU000A0JWDN6,10000000,stock_bonds,2026-04-07,0.05,,exchange_bond
RU000A0ZZPE8,Сбербанк ПАО ИОС 001P-30R,СберИОС30,Sberbank IOS 001P-30R,1000.0,SUR,2018-10-25,RU000A0ZZPE8,529466,stock_bonds,2022-04-21,0.35,,exchange_bond
RU000A102Y82,Банк ВТБ (ПАО) Б-1-207,ВТБ Б1-207,Bank VTB B-1-207,1000.0,SUR,2021-06-01,RU000A102Y82,690888,stock_bonds,2021-11-30,0.05,,exchange_bond
RU000A103WR6,ЭР-Телеком Холдинг ПБО-02-01,ТелХолБ2-1,ER-Telekom Holding PBO-02-01,1000.0,SUR,2021-10-22,RU000A103WR6,15000000,stock_bonds,2023-10-20,23.68,,exchange_bond
RU000A0JUC19,ИА АИЖК 2011-1 об.кл.А2/13,АИЖ11А2/13,Ipotech.agent AIZHK2011-1A2/13,43.38,SUR,2013-12-12,RU000A0JUC19,1631000,stock_bonds,2046-06-22,0.32,,corporate_bond
XS2251359084,BCS SP Plc Series 125,BCS12/23-6,BCS SP Plc Series 125,1250.0,USD,2020-11-03,XS2251359084,8000,stock_bonds,2023-12-08,0.0,,corporate_bond
RU000A100VY0,ЭБИС БО-П01,ЭБИС Б1P01,Abis BO-P01,1000.0,SUR,2019-10-01,RU000A100VY0,150000,stock_bonds,2022-09-27,29.92,,exchange_bond
RU000A0ZZGT5,РЖД ОАО БО 001Р-08R,РЖД 1Р-08R,RZD BO 001P-08R,1000.0,SUR,2018-08-16,RU000A0ZZGT5,10000000,stock_bonds,2028-08-03,36.85,,exchange_bond
SU26231RMFS9,ОФЗ-ПД 26231 20/07/44,ОФЗ 26231,OFZ-PD 26231,1000.0,SUR,2019-07-26,RU000A100MY9,212636000,stock_bonds,2044-07-20,1.25,,ofz_bond
RU000A101QL5,ГТЛК БО 001P-17,ГТЛК 1P-17,STLC BO 001P-17,1000.0,SUR,2020-06-01,RU000A101QL5,10000000,stock_bonds,2035-05-14,18.55,,exchange_bond
RU000A1031G2,СберИОС 001Р-412R 5Y СМШ,СберИОС412,SberIOS 001P-412R 5Y MIX,1000.0,SUR,2021-05-18,RU000A1031G2,1546336,stock_bonds,2026-05-25,0.5,,exchange_bond
RU000A0JTU85,"""Российские ЖД"" ОАО 28 обл.",РЖД-28 обл,RZhD 28,1000.0,SUR,2013-04-09,RU000A0JTU85,20000000,stock_bonds,2028-03-21,33.91,,corporate_bond
XS2237422972,BCS SP Plc Series 118,BCS12/25-5,BCS SP Plc Series 118,1250.0,USD,2020-09-22,XS2237422972,8000,stock_bonds,2025-12-30,31.335616,,corporate_bond
RU000A0JXY44,ПИК СЗ (ПАО) БО-П03,ПИК БО-П03,PIK SZ BO-P03,1000.0,SUR,2017-08-04,RU000A0JXY44,10000000,stock_bonds,2022-07-29,26.8,,exchange_bond
RU000A0ZYDQ1,Нижегородская обл. 34012,НижгорОб12,Nizhniy Novgorod reg. 12,300.0,SUR,2017-10-23,RU000A0ZYDQ1,12000000,stock_bonds,2022-10-23,6.06,,subfederal_bond
RU000A103604,ЭНЕРГОНИКА 001Р-02,ЭНИКА 1Р02,ENERGONICA 001P-02,1000.0,SUR,2021-06-01,RU000A103604,100000,stock_bonds,2026-05-26,32.41,,exchange_bond
RU000A100RQ4,ЭкономЛизинг 001Р-01,ЭконЛиз1P1,EconomLeasing 001P-01,1000.0,SUR,2019-08-28,RU000A100RQ4,100000,stock_bonds,2022-08-24,33.66,,exchange_bond
RU000A0JV4R9,ДОМ.РФ (АО) обл. сер. А31,ДОМ.РФ31об,DOM.RF - 31,1000.0,SUR,2015-01-13,RU000A0JV4R9,7000000,stock_bonds,2034-02-01,34.78,,corporate_bond
RU000A101DR0,СберИОС 001Р-210R 5Y СМШ,СберИОС210,SberIOS 001P-210R 5Y MIX,1000.0,SUR,2020-02-14,RU000A101DR0,1680656,stock_bonds,2025-02-20,0.5,,exchange_bond
RU000A100EW0,ПАО ОТКРЫТИЕ ФК Банк БО-ИО01,ОткрФКБИО1,Bank Otkritie FC BO-IO01,1000.0,SUR,2019-06-06,RU000A100EW0,178628,stock_bonds,2022-06-05,0.1,,exchange_bond
RU000A0ZYUS1,Транснефть ПАО БО-001P-09,ТрнфБО1P9,Transneft BO-001P-09,1000.0,SUR,2018-02-26,RU000A0ZYUS1,15000000,stock_bonds,2022-02-21,35.65,,exchange_bond
RU000A103FP5,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P3,МКБ 1P3,CREDIT BANK OF MOSCOW 1P3,1000.0,SUR,2021-07-27,RU000A103FP5,9998000,stock_bonds,2024-07-23,41.64,,exchange_bond
XS1577964965,Rusal Capital DAC 5.3 03/05/23,RUAL-23,Rusal Capital DAC 5.3 03/05/23,1000.0,USD,2017-05-03,XS1577964965,500000,stock_bonds,2023-05-03,26.5,,corporate_bond
RU000A0JTCV7,ИА АИЖК 2011-1 об.кл.А1/12,АИЖ11А1/12,Ipotech.agent AIZHK 2011-1 A1,13.13,SUR,2012-11-28,RU000A0JTCV7,3175000,stock_bonds,2045-05-25,0.3,,corporate_bond
RU000A102GU5,Белуга Групп 002P БО-П04,БелугаБП4,Beluga Group 002P BO-P04,1000.0,SUR,2020-12-11,RU000A102GU5,5000000,stock_bonds,2025-12-05,36.9,,exchange_bond
RU000A0ZYME8,Группа компаний Самолет БО-П03,СамолетБП3,Samolet Group Companies BO-P03,340.0,SUR,2017-12-28,RU000A0ZYME8,290000,stock_bonds,2021-12-17,6.9,,exchange_bond
RU000A1022S6,СберИОС 001Р-328R IMOEX_asn КС,СберИОС328,SberIOS 001P-328R IMOEX_asn CS,1000.0,SUR,2020-09-25,RU000A1022S6,397172,stock_bonds,2022-03-25,0.15,,exchange_bond
RU000A0JVB19,"""Российские ЖД"" ОАО 33 обл.",РЖД-33 обл,RZhD 33,1000.0,SUR,2015-03-31,RU000A0JVB19,15000000,stock_bonds,2040-02-28,29.47,,corporate_bond
RU000A100JH0,Ритейл Бел Финанс 01,РитейлБФ01,Retail Bel Finance 01,1000.0,SUR,2019-07-09,RU000A100JH0,10000000,stock_bonds,2024-07-02,27.3,,corporate_bond
RU000A101012,АФК Система БО 001P-12,Систем1P12,Sistema PJSFC 001P-12,1000.0,SUR,2019-11-05,RU000A101012,10000000,stock_bonds,2029-10-23,39.14,,exchange_bond
RU000A102341,СберИОС 001Р-308R 5Г СРВП,СберИОС308,SberIOS 001P-308R 5Y RBPP,1000.0,SUR,2020-09-03,RU000A102341,999709,stock_bonds,2025-09-09,0.5,,exchange_bond
RU000A100WA8,Группа ЛСР ПАО БО 001Р-04,ЛСР БО 1Р4,LSR 001P-04,1000.0,SUR,2019-10-04,RU000A100WA8,7000000,stock_bonds,2024-09-27,21.19,,exchange_bond
RU000A0JWV63,"""Россельхозбанк"" (АО) обл.08Т1",РСХБ 08Т1,Rosselkhozbank 08T1,1000.0,SUR,2016-10-05,RU000A0JWV63,5000000,stock_bonds,,71.05,,corporate_bond
RU000A103G91,ПРОМОМЕД ДМ 001P-02,iПМЕДДМ1Р2,PROMOMED DM 001P-02,1000.0,SUR,2021-07-30,RU000A103G91,1500000,stock_bonds,2024-07-26,47.12,,exchange_bond
RU000A102LF6,Пионер-Лизинг БО-П04,ПионЛизБП4,Pioneer Leasing BO-P04,1000.0,SUR,2020-12-25,RU000A102LF6,350000,stock_bonds,2030-12-13,29.92,,exchange_bond
RU000A0JUT85,"АКБ ПАО ""ПЕРЕСВЕТ"" БО-02",ПЕРЕСВЕТБ2,"AKB PAO ""PERESVET"" BO-02",1000.0,SUR,2014-08-29,RU000A0JUT85,41705,stock_bonds,2034-08-04,87.58,,exchange_bond
RU000A103T21,СИБУР Холдинг БО-04,СибурХБО04,SIBUR Holding BO-04,1000.0,USD,2021-10-04,RU000A103T21,89000,stock_bonds,2022-10-04,15.0,,exchange_bond
RU000A0JX2M2,РОСЭКСИМБАНК АО БО-001P-01,РСЭКСМБ1Р1,EXIMBANK OF RUSSIA BO-001P-01,1000.0,USD,2016-12-22,RU000A0JX2M2,150000,stock_bonds,2026-12-10,16.21,,exchange_bond
RU000A0JXU14,ГОВОЗ РФ 12840079V (RU),RUS-47,RUS-47,200000.0,USD,2017-06-23,RU000A0JXU14,35000,stock_bonds,2047-06-23,5250.0,,ofz_bond
RU000A101MK6,СберИОС 001Р-254R IMOEX_asn 4Г,СберИОС254,SberIOS 001P-254R IMOEX_asn 4Y,1000.0,SUR,2020-05-28,RU000A101MK6,1902233,stock_bonds,2024-05-28,0.4,,exchange_bond
XS2401571521,Lukoil Capital DAC 26/10/31,LUK-31,Lukoil Capital DAC 26/10/31,1000.0,USD,2021-10-26,XS2401571521,1150000,stock_bonds,2031-10-26,18.0,,corporate_bond
RU000A0JVS36,ТрансФин-М ПАО БО-41,ТрансФБО41,TransFin-M BO-41,1000.0,SUR,2015-09-16,RU000A0JVS36,559783,stock_bonds,2025-09-03,46.12,,exchange_bond
RU000A103C04,Круиз ООО БО-01,КруизБО-01,Cruise BO-01,1000.0,SUR,2021-07-02,RU000A103C04,50000,stock_bonds,2025-06-11,9.86,,exchange_bond
RU000A102CT6,Свердловская область 35009,СвердлОбл9,Sverdlovsk Region 35009,1000.0,SUR,2020-11-18,RU000A102CT6,8000000,stock_bonds,2027-11-17,15.58,,subfederal_bond
RU000A0JTLL9,МЕТАЛЛОИНВЕСТ ХК АО обл. 03,МЕТАЛИНВ 3,METALLOINVEST HK AO 03,1000.0,SUR,2013-02-08,RU000A0JTLL9,5000000,stock_bonds,2023-01-27,38.15,,corporate_bond
RU000A0ZZU20,Жилой микрорайон обПК02,Жилой микрорайон обПК02,Zhiloj mikrorajon obPK02,1000000.0,RUB,,RU000A0ZZU20,5860000000,stock_bonds,2025-10-01,23452.05,,non_exchange_bond
RU000A101A24,СберИОС 001Р-201R 2Y KIDS 4.25,СберИОС201,SberIOS 001P-201R 2Y KIDS 4.25,1000.0,SUR,2020-01-31,RU000A101A24,1051775,stock_bonds,2022-02-04,0.2,,exchange_bond
RU000A102D53,СберИОС 001Р-380R 5Y СМШ,СберИОС380,SberIOS 001P-380R 5Y MIX,1000.0,SUR,2020-12-14,RU000A102D53,1925722,stock_bonds,2025-12-22,0.5,,exchange_bond
RU000A103G83,ТД Синтеком БО-01,ТДСинтБО-1,TDSintBO-1,1000.0,SUR,2021-07-29,RU000A103G83,100000,stock_bonds,2025-01-23,32.41,,exchange_bond
XS2345852821,BCS SP Plc Series 177,BCS10/24,BCS SP Plc Series 177,1000.0,EUR,2021-05-21,XS2345852821,10000,stock_bonds,2024-10-01,0.0,,corporate_bond
RU000A100B73,МЕТАЛЛОИНВЕСТ БО-09,МЕТАЛИНБ09,METALLOINVEST BO-09,1000.0,SUR,2019-04-29,RU000A100B73,5000000,stock_bonds,2029-04-16,44.13,,exchange_bond
RU000A101491,Банк ВТБ (ПАО) Б-1-47,ВТБ Б-1-47,Bank VTB B-1-47,1000.0,SUR,2019-12-03,RU000A101491,212386,stock_bonds,2022-11-29,0.05,,exchange_bond
RU000A0ZYUV5,Газпром капитал ООО БО-01,ГазпромКБ1,Gazprom capital LLC BO-01,1000.0,SUR,2018-02-27,RU000A0ZYUV5,5000000,stock_bonds,2028-02-15,35.65,,exchange_bond
RU000A1018A2,Адм. г.Томск 2019,ТомскАдм 7,Tomsk Region 2019,850.0,SUR,2019-12-24,RU000A1018A2,1000000,stock_bonds,2024-12-22,15.62,,municipal_bond
RU000A0JVB27,"""Российские ЖД"" ОАО 34 обл.",РЖД-34 обл,RZhD 34,1000.0,SUR,2015-03-31,RU000A0JVB27,15000000,stock_bonds,2040-02-28,29.47,,corporate_bond
RU000A1040H1,ОР ООО 002P-02,ОРГрупп2Р2,OR 002P-02,1000.0,SUR,2021-11-12,RU000A1040H1,300000,stock_bonds,2025-10-22,11.1,,exchange_bond
RU000A101R33,Лента ООО БО-001P-04,Лента Б1P4,Lenta OOO BO-001P-04,1000.0,SUR,2020-06-03,RU000A101R33,10000000,stock_bonds,2023-05-31,31.41,,exchange_bond
RU000A101UZ7,СберИОС 001Р-282R 5Г БТЕХ ИНД,СберИОС282,SberIOS 001P-282R 5Y BTECH IND,1000.0,SUR,2020-07-16,RU000A101UZ7,1999735,stock_bonds,2025-07-23,0.5,,exchange_bond
RU000A103SP8,ВЭБ.РФ ПБО-001Р-К359,ВЭБ1P-К359,VEB.RF PBO-001P-K359,1000.0,SUR,2021-11-26,RU000A103SP8,20000000,stock_bonds,2021-12-24,5.85,,exchange_bond
XS1759468967,Rusal Capital DAC 4.85 1/2/23,RUAL-23_2,Rusal Capital DAC 4.85 1/2/23,1000.0,USD,2018-02-01,XS1759468967,500000,stock_bonds,2023-02-01,24.25,,corporate_bond
RU000A101QR2,СберИОС 001Р-267R 3Г Top Five,СберИОС267,SberIOS 001P-267R 2Y Top Five,1000.0,SUR,2020-06-23,RU000A101QR2,824718,stock_bonds,2023-06-29,0.3,,exchange_bond
RU000A103661,Сбербанк ПАО 001Р-SBER27,Сбер Sb27R,Sber 001P-SBER27,1000.0,SUR,2021-06-21,RU000A103661,7000000,stock_bonds,2026-06-15,36.9,,exchange_bond
RU000A101483,МФК Быстроденьги 001P-01,БДеньги1Р1,MFC Bistrodengi 001P-01,625.0,SUR,2019-12-03,RU000A101483,400000,stock_bonds,2022-11-17,8.22,,exchange_bond
RU000A0ZYDS7,"""Газпром нефть"" ПАО 001P-03R",Газпнф1P3R,Gazprom Neft 001P-03R,1000.0,SUR,2017-10-23,RU000A0ZYDS7,25000000,stock_bonds,2022-10-17,39.14,,exchange_bond
XS2333280571,Alfa Bond Issuance 26/10/31,ALFA-31,Alfa Bond Issuance 26/10/31,1000.0,USD,2021-04-26,XS2333280571,350000,stock_bonds,2031-10-26,27.5,,corporate_bond
RU000A103WX4,ФПК Гарант-Инвест БО 002Р-04,ГарИнв2P04,Garant-Invest BO 002P-04,1000.0,SUR,2021-10-25,RU000A103WX4,1200000,stock_bonds,2023-05-26,40.44,,exchange_bond
RU000A104511,ДОМ.РФ Ипотечный агент БО 1P14,ИАДОМ 1P14,DOM.RF Mortgage agent BO 1P14,1000.0,SUR,2021-11-26,RU000A104511,69302783,stock_bonds,2031-11-28,0.0,,exchange_bond
RU000A0JRJL7,Запад.скор.диаметр АО об.02,ЗСД 02,ZSD AO 02,1000.0,SUR,2011-06-07,RU000A0JRJL7,5000000,stock_bonds,2031-05-13,52.06,,corporate_bond
RU000A1022R8,СберИОС 001Р-327R 5Г РБЧ,СберИОС327,SberIOS 001P-327R 5Y RBC,1000.0,SUR,2020-09-21,RU000A1022R8,1945887,stock_bonds,2025-09-25,0.5,,exchange_bond
RU000A102D46,ДОМ.РФ Ипотечный агент 18-002P,ИА ДОМ18P2,DOM.RF Mortgage agent 18-002P,735.67,SUR,2020-11-19,RU000A102D46,14018879,stock_bonds,2051-02-28,10.85,,corporate_bond
RU000A103G75,Сбербанк ПАО 001Р-SBER32,Сбер Sb32R,Sber 001P-SBER32,1000.0,SUR,2021-08-06,RU000A103G75,30000000,stock_bonds,2023-08-04,36.4,,exchange_bond
RU000A103X90,СберИОС 001Р-481R 5Г РБЧ-М,СберИОС481,SberIOS 001P-481R 5Y RBC-M,1000.0,SUR,2021-11-18,RU000A103X90,675892,stock_bonds,2026-11-24,0.5,,exchange_bond
RU000A0JVB35,ИА Мультиоригинаторный 1 кл.А,ИАМлторг1А,IA Multi Originator 1 cl.A,91.07,SUR,2015-03-31,RU000A0JVB35,2274456,stock_bonds,2047-08-20,2.01,,corporate_bond
RU000A0ZZU12,Жилой микрорайон обПК01,Жилой микрорайон обПК01,Zhiloj mikrorajon obPK01,1000000.0,RUB,,RU000A0ZZU12,3540000000,stock_bonds,2025-10-01,23452.05,,non_exchange_bond
