RU000A0JVC59,ПАО ОТКРЫТИЕ ФК Банк БО-П01,ОткрФКБОП1,OTKRITIE FK Bank BO-P01,1000.0,SUR,2015-04-14,RU000A0JVC59,2000000,stock_bonds,2023-04-16,32.26,,exchange_bond
RU000A100XA6,СберИОС 001Р-143R 42M CDX 100%,СберИОС143,SberIOS 001P-143R 42M CDX 100%,1000.0,SUR,2019-10-15,RU000A100XA6,977768,stock_bonds,2023-04-24,47.6,,exchange_bond
RU000A102440,Электроаппарат обК01,Электроаппарат обК01,Elektroapparat obK01,1000.0,RUB,,RU000A102440,30000000,stock_bonds,2025-09-09,49.86,,non_exchange_bond
XS2343532508,VEON Holdings B.V. 16/09/26,VEON-26 RU,VEON Holdings B.V. 16/09/26,100000.0,SUR,2021-09-16,XS2343532508,200000,stock_bonds,2026-09-16,4062.5,,corporate_bond
XS2360292556,BCS SP Plc Series 193,BCS11/24-5,BCS SP Plc Series 193,1250.0,USD,2021-07-07,XS2360292556,8000,stock_bonds,2024-11-09,0.0,,corporate_bond
RU000A0JV201,ПАО НК Роснефть БО-08,РоснфтБО8,Rosneft  BO-08,1000.0,SUR,2014-12-11,RU000A0JV201,20000000,stock_bonds,2024-11-28,46.87,,exchange_bond
RU000A102QN9,Банк ВТБ ПАО СУБ-Т1-4,ВТБСУБТ1-4,Bank VTB SUB-T1-4,125000.0,EUR,2021-02-08,RU000A102QN9,155,stock_bonds,,2256.3,,corporate_bond
RU000A0ZYAP9,ГосТранспортЛизингКомп 001P-06,ГТЛК 1P-06,GTLK BO-001P-06,803.68,SUR,2017-09-20,RU000A0ZYAP9,20000000,stock_bonds,2032-09-01,16.03,,exchange_bond
RU000A1032N6,СберИОС 001Р-436R 5Y СМШ,СберИОС436,SberIOS 001P-436R 5Y MIX,1000.0,SUR,2021-05-28,RU000A1032N6,986817,stock_bonds,2026-06-04,0.5,,exchange_bond
XS2317279060,Telegram Group Inc. 22/03/26,TG-26,Telegram Group Inc. 22/03/26,1000.0,USD,2021-03-22,XS2317279060,1000000,stock_bonds,2026-03-22,35.0,,corporate_bond
RU000A0JX3M0,ДОМ РФ ИА 001P,ДОМРФИА 1P,Mortgage agent DOM RF 1P,156.39,SUR,2016-12-28,RU000A0JX3M0,2108581,stock_bonds,2039-12-28,0.0,,corporate_bond
RU000A103D03,Солид-Лизинг обК01,Солид-Лизинг обК01,Solid-Lizing obK01,1000.0,RUB,,RU000A103D03,,stock_bonds,2024-06-22,11.51,,non_exchange_bond
RU000A102E52,Почта России БО-001P-09,ПочтаРБ1P9,Russian Post BO-001P-09,1000.0,SUR,2020-11-25,RU000A102E52,5000000,stock_bonds,2030-11-13,32.91,,exchange_bond
RU000A102ME7,ИА Титан-3 03,Титан-3 03,MA Titan-3 03,1000.0,SUR,2021-03-03,RU000A102ME7,228923,stock_bonds,2053-07-28,0.0,,exchange_bond
RU000A103XY0,Банк ВТБ (ПАО) Б-1-260,ВТБ Б1-260,Bank VTB B-1-260,1000.0,SUR,2021-11-17,RU000A103XY0,182405,stock_bonds,2024-11-22,0.05,,exchange_bond
RU000A101590,ДОМ.РФ АО 001Р-07R,ДОМ 1P-7R,DOM.RF 001P-07R,1000.0,SUR,2019-12-06,RU000A101590,20000000,stock_bonds,2039-11-11,32.16,,exchange_bond
RU000A0ZYJB0,Минфин Ульяновской обл. 2017,Ульян.об17,Ulyanovskaya oblast 2017,1000.0,SUR,2017-12-07,RU000A0ZYJB0,5000000,stock_bonds,2024-12-07,20.42,,subfederal_bond
XS2325565369,BCS SP Plc Series 159,BCS07/26-4,BCS SP Plc Series 159,1250.0,USD,2021-03-30,XS2325565369,8000,stock_bonds,2026-07-30,0.0,,corporate_bond
RU000A0JS5B5,МЕТАЛЛОИНВЕСТ ХК АО обл. 01,МЕТАЛИНВ 1,METALLOINVEST HK AO 01,1000.0,SUR,2012-03-19,RU000A0JS5B5,5000000,stock_bonds,2022-03-07,0.05,,corporate_bond
RU000A1019A0,ДОМ.РФ Ипотечный агент 04-001P,ИА ДОМ 4P1,DOM.RF Mortgage agent 04-001P,500.16,SUR,2019-12-27,RU000A1019A0,2663462,stock_bonds,2040-05-28,8.19,,corporate_bond
RU000A103GW9,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P4,МКБ 1P4,CREDIT BANK OF MOSCOW 1P4,1000.0,SUR,2021-08-05,RU000A103GW9,20000000,stock_bonds,2025-07-31,41.98,,exchange_bond
RU000A0JTZF1,ДОМ.РФ (АО) обл. сер.А26,ДОМ.РФ26об,DOM.RF - 26,1000.0,SUR,2013-06-25,RU000A0JTZF1,6000000,stock_bonds,2029-11-01,18.9,,corporate_bond
RU000A101103,СберИОС 001Р-163R 4.5Y OG 100%,СберИОС163,SberIOS 001P-163R 4.5Y OG 100%,1000.0,SUR,2019-11-12,RU000A101103,236576,stock_bonds,2024-05-13,47.5,,exchange_bond
RU000A102UU6,ВЭБ.РФ ПБО-001Р-К106,ВЭБ1P-К106,VEB.RF PBO-001P-K106,1000.0,SUR,2021-10-29,RU000A102UU6,7379262,stock_bonds,2022-10-28,86.26,,exchange_bond
RU000A102QM1,Банк ВТБ ПАО СУБ-Т1-3,ВТБСУБТ1-3,Bank VTB SUB-T1-3,150000.0,USD,2021-02-08,RU000A102QM1,590,stock_bonds,,3403.15,,corporate_bond
RU000A103PH1,СберИОС 001Р-470R 7Г РБЧ-М,СберИОС470,SberIOS 001P-470R 7Y RBC-M,1000.0,SUR,2021-09-30,RU000A103PH1,591383,stock_bonds,2028-10-05,0.7,,exchange_bond
RU000A0JXE06,ГосТранспортЛизингКомп 001P-03,ГТЛК 1P-03,GTLK BO-001P-03,1000.0,SUR,2017-02-09,RU000A0JXE06,10000000,stock_bonds,2032-01-22,27.42,,exchange_bond
RU000A101S32,СберИОС 001Р-274R 5Г БОНД ИНД,СберИОС274,SberIOS 001P-274R 5Y GBOND IND,1000.0,SUR,2020-06-26,RU000A101S32,1981404,stock_bonds,2025-07-02,0.5,,exchange_bond
RU000A0JUU90,Альфа-Банк АО обл. БО-13,АльфаБО-13,Alfa-Bank BO-13,1000.0,SUR,2014-09-18,RU000A0JUU90,5000000,stock_bonds,2029-08-30,37.15,,exchange_bond
RU000A1036U2,Зернокомэкс обКП01,Зернокомэкс обКП01,Zernokomeks obKP01,1000.0,RUB,,RU000A1036U2,480000000,stock_bonds,2024-06-23,28.03,,non_exchange_bond
RU000A100T81,ЮниМетрикс 01,ЮниМетр01,UniMetriks 01,1000.0,SUR,2019-09-09,RU000A100T81,400000,stock_bonds,2022-08-24,10.27,,corporate_bond
RU000A103760,"""ХКФ Банк"" ООО БО-04",ХКФБанкБ04,HKF Bank OOO BO-04,1000.0,SUR,2021-06-07,RU000A103760,4000000,stock_bonds,2026-06-01,19.95,,exchange_bond
RU000A0JVT43,Концерн РОССИУМ ООО 01 об.,РОССИУМ 01,Concern ROSSIUM 01,1000.0,SUR,2015-09-28,RU000A0JVT43,10000000,stock_bonds,2025-09-15,42.38,,corporate_bond
RU000A0ZZE38,Сбербанк ПАО БCО 001P-15R,СберИОС15,Sberbank BSO 001P-15R,1000.0,SUR,2018-08-07,RU000A0ZZE38,280181,stock_bonds,2022-08-07,0.4,,exchange_bond
RU000A103XX2,Банк ВТБ (ПАО) Б-1-259,ВТБ Б1-259,Bank VTB B-1-259,1000.0,SUR,2021-11-17,RU000A103XX2,308767,stock_bonds,2024-11-22,0.05,,exchange_bond
RU000A101NJ6,ЧЗПСН-Профнастил ПАО БО-П02,ЧЗПСНП БП2,PROFNASTIL BO-P02,1000.0,SUR,2020-05-14,RU000A101NJ6,500000,stock_bonds,2025-05-08,29.92,,exchange_bond
RU000A102V69,СберИОС 001Р-410R 5Г МФН,СберИОС410,SberIOS 001P-410R 5Y REIT,1000.0,SUR,2021-03-30,RU000A102V69,338685,stock_bonds,2026-04-06,0.5,,exchange_bond
RU000A1001T8,ММЦБ ПАО БО-П01-01,ММЦБ П01-1,IMCB JSC BO-P01-01,1000.0,SUR,2019-01-25,RU000A1001T8,30000,stock_bonds,2029-01-12,29.29,,exchange_bond
RU000A0JV219,ПАО НК Роснефть БО-09,РоснфтБО9,Rosneft  BO-09,1000.0,SUR,2014-12-11,RU000A0JV219,20000000,stock_bonds,2024-11-28,46.87,,exchange_bond
RU000A0JS5A7,МЕТАЛЛОИНВЕСТ ХК АО обл. 05,МЕТАЛИНВ 5,METALLOINVEST HK AO 05,1000.0,SUR,2012-03-19,RU000A0JS5A7,10000000,stock_bonds,2022-03-07,0.05,,corporate_bond
XS2082937967,RusHydro Capital Markets 6.8,HYDR-24 RU,RusHydro Capital Markets 6.8,100000.0,SUR,2019-11-25,XS2082937967,150000,stock_bonds,2024-11-25,,,corporate_bond
RU000A0ZZUT6,Нижегородская область 35013,НижгорОб13,Nizhny Novgorod Region 35013,600.0,SUR,2018-11-22,RU000A0ZZUT6,10000000,stock_bonds,2024-05-24,12.98,,subfederal_bond
RU000A102DS6,Нижегородская область 35015,НижгорОб15,Nizhny Novgorod Region 35015,1000.0,SUR,2020-11-24,RU000A102DS6,10000000,stock_bonds,2026-05-27,15.21,,subfederal_bond
RU000A102028,ЭНЕРГОНИКА 001Р-01,ЭНИКА 1Р01,ENERGONICA 001P-01,1000.0,SUR,2020-08-06,RU000A102028,50000,stock_bonds,2025-07-31,32.41,,exchange_bond
XS2091668447,BCS SP Plc Series 74,BCS12/24-C,BCS SP Plc Series 74,1250.0,USD,2019-12-10,XS2091668447,8000,stock_bonds,2024-12-30,42.303081,,corporate_bond
RU000A103Q08,ХэндерсонБ01,ХэндрснБ01,HendersonB01,1000.0,SUR,2021-09-28,RU000A103Q08,2000000,stock_bonds,2025-03-25,26.18,,exchange_bond
RU000A101178,АПРИ Флай Плэнинг АО БО-П03,АПРИФП БП3,APRI Fly Planning BO-P03,1000.0,SUR,2019-11-14,RU000A101178,400000,stock_bonds,2022-11-10,35.53,,exchange_bond
RU000A1010V5,ГПБ (АО) БО 002P-12,ГПБ002P-12,Gazprombank BO 002P-12,1000.0,SUR,2019-11-25,RU000A1010V5,59607,stock_bonds,2022-11-24,0.3,,exchange_bond
RU000A101NQ1,ВБРР 001P-04,ВБРР 1P-04,Bank RRDB 1P-04,1000.0,SUR,2020-05-15,RU000A101NQ1,5000000,stock_bonds,2025-05-09,16.21,,exchange_bond
RU000A0NH210,Банк ВТБ (ПАО) Б-1-115,ВТБ Б1-115,Bank VTB B-1-115,1000.0,SUR,2020-10-06,RU000A0NH210,254162,stock_bonds,2022-10-04,0.05,,exchange_bond
XS1514045886,Lukoil Int Finance 02/11/26,LUK-26,Lukoil International Finance26,1000.0,USD,2016-11-02,XS1514045886,1000000,stock_bonds,2026-11-02,23.75,,corporate_bond
RU000A0JV268,ПАО НК Роснефть БО-13,РоснфтБО13,Rosneft  BO-13,1000.0,SUR,2014-12-11,RU000A0JV268,30000000,stock_bonds,2024-11-28,46.87,,exchange_bond
RU000A103LG2,СберИОС 001Р-466R 3Г КИТАЙ,СберИОС466,SberIOS 001P-466R 3Y SEC CHINA,1000.0,SUR,2021-09-28,RU000A103LG2,438476,stock_bonds,2024-10-07,0.3,,exchange_bond
XS1750113661,Sultanate of Oman 17/01/28,OMN-28,Sultanate of Oman 17/01/28,1000.0,USD,2018-01-17,XS1750113661,2500000,stock_bonds,2028-01-17,28.13,,ofz_bond
RU000A0JVKH5,"""Российские ЖД"" ОАО 35 обл.",РЖД-35 обл,RZhD 35,1000.0,SUR,2015-07-01,RU000A0JVKH5,15000000,stock_bonds,2040-05-30,29.47,,corporate_bond
RU000A1023Y2,СберИОС 001Р-324R 5Г ESG,СберИОС324,SberIOS 001P-324R 5Y ESG,1000.0,SUR,2020-09-28,RU000A1023Y2,345424,stock_bonds,2025-10-06,0.5,,exchange_bond
RU000A101WB4,ПАО ЧТПЗ 001P-05,ЧТПЗ 1P5,Chelpipe 001P-05,1000.0,SUR,2020-07-10,RU000A101WB4,10000000,stock_bonds,2025-07-04,16.45,,exchange_bond
RU000A1041N7,СберИОС 001Р-491R 5Г IMOEX,СберИОС491,SberIOS 001P-491R 5Y IMOEX,1000.0,SUR,2021-11-29,RU000A1041N7,1000000,stock_bonds,2026-11-27,0.0,,exchange_bond
RU000A101S99,Кировский завод 1P1,КировЗд1Р1,Kirovsky Zavod 1P1,1000.0,SUR,2020-06-09,RU000A101S99,1000000,stock_bonds,2025-06-03,23.68,,corporate_bond
RU000A103LF4,СберИОС 001Р-465R 5Г ПРОД,СберИОС465,SberIOS 001P-465R 5Y RET,1000.0,SUR,2021-09-14,RU000A103LF4,548428,stock_bonds,2026-09-21,0.5,,exchange_bond
RU000A1032S5,ЛИТАНА 001P-01,ЛИТАНА 1P1,LITANA 001P-01,1000.0,SUR,2021-05-05,RU000A1032S5,300000,stock_bonds,2024-05-01,32.41,,exchange_bond
RU000A0JVP21,Открытие Холдинг АО обл.БО-05,ОткрХОЛБО5,Otkritie Holding BO-5,1000.0,SUR,2015-08-06,RU000A0JVP21,3000000,stock_bonds,2028-07-20,0.05,,exchange_bond
RU000A1023X4,СберИОС 001Р-323R 5Y ТЕХ,СберИОС323,SberIOS 001P-323R 5Y TECH,1000.0,SUR,2020-09-28,RU000A1023X4,1462111,stock_bonds,2025-10-06,0.5,,exchange_bond
RU000A0ZZUE8,Жилой микрорайон обПК07,Жилой микрорайон обПК07,Zhiloj mikrorajon obPK07,1000000.0,RUB,,RU000A0ZZUE8,2872000000,stock_bonds,2025-10-01,23452.05,,non_exchange_bond
RU000A101JH8,Астон. Екатеринбург оббП07,Астон. Екатеринбург оббП07,Aston. Ekaterinburg obbP07,1000.0,RUB,,RU000A101JH8,159100000,stock_bonds,2022-09-16,59.84,,non_exchange_bond
RU000A102DZ1,ФПК Гарант-Инвест БО 002Р-01,ГарИнв2P01,Garant-Invest BO 002P-01,1000.0,SUR,2020-11-25,RU000A102DZ1,800000,stock_bonds,2022-11-23,26.18,,exchange_bond
RU000A0JW126,КАМАЗ ПАО БО-13,КАМАЗ БО13,KAMAZ PAO BO-13,1000.0,SUR,2015-12-24,RU000A0JW126,5000000,stock_bonds,2030-12-05,51.81,,exchange_bond
RU000A0JVBX1,"""Банк Зенит"" (ПАО) БО-09",ЗенитБО-09,Zenit BO-09,1000.0,SUR,2015-04-09,RU000A0JVBX1,5000000,stock_bonds,2025-03-27,0.5,,exchange_bond
XS2028879703,BCS SP Plc Series 49,BCS08/22-2,BCS SP Plc Series 49,1250.0,USD,2019-07-12,XS2028879703,2400,stock_bonds,2022-08-12,46.875,,corporate_bond
RU000A0ZYZS0,САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ БО-1,СТНТ БО-01,SAMARATRANSOIL-TERMINAL BO-01,1000.0,SUR,2018-03-26,RU000A0ZYZS0,3380000,stock_bonds,2023-03-20,49.86,,exchange_bond
RU000A102R40,РЖД БО 001Р-22R,РЖД 1Р-22R,RZD BO 001P-22R,1000.0,SUR,2021-02-12,RU000A102R40,10000000,stock_bonds,2027-07-05,34.16,,exchange_bond
RU000A101160,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П07,МКБ П07,CREDIT BANK OF MOSCOW P07,1000.0,SUR,2019-11-13,RU000A101160,499548,stock_bonds,2022-11-13,30.0,,exchange_bond
XS2369557371,BCS SP Plc Series 198,BCS11/26-4,BCS SP Plc Series 198,1250.0,USD,2021-08-04,XS2369557371,8000,stock_bonds,2026-12-08,0.0,,corporate_bond
RU000A0JTZM7,"""Российские ЖД"" ОАО БО-09",РЖД БО-09,RZhD BO-09,1000.0,SUR,2013-06-27,RU000A0JTZM7,25000000,stock_bonds,2028-06-08,32.56,,exchange_bond
RU000A1006C3,Пионер-Лизинг БО-П02,ПионЛизБП2,Pioneer Leasing BO-P02,1000.0,SUR,2019-03-15,RU000A1006C3,300000,stock_bonds,2029-01-21,10.68,,exchange_bond
RU000A0ZZZ17,Нижнекамскнефтехим об. 001Р-01,НКНХ 1Р-01,Nizhnekamskneftekhim 001P-01,1000.0,SUR,2018-12-20,RU000A0ZZZ17,15000000,stock_bonds,2028-12-07,48.62,,exchange_bond
RU000A103U69,НПП Моторные технологии001Р-03,МоторТ1Р03,PRE Motor Technologies 001P-03,1000.0,SUR,2021-10-05,RU000A103U69,100000,stock_bonds,2026-09-29,29.29,,exchange_bond
XS0559915961,VEB FINANCE LIMITED 6.8 22/11/,VEB FIN-25,VEB FINANCE LIMITED 6.8 22/11/,1000.0,USD,2010-11-22,XS0559915961,1000000,stock_bonds,2025-11-22,34.0,,corporate_bond
RU000A100KL0,РУСАЛ Братск БО-001P-02,РУСАБрБ1P2,RUSAL Bratsk BO-001P-02,1000.0,SUR,2019-07-11,RU000A100KL0,15000000,stock_bonds,2029-06-28,42.88,,exchange_bond
RU000A1041M9,СберИОС 001Р-490R 5Г SPX,СберИОС490,SberIOS 001P-490R 5Y SPX,1000.0,SUR,2021-11-29,RU000A1041M9,1000000,stock_bonds,2026-11-27,0.0,,exchange_bond
RU000A102R32,Компания Веспер обК01,Компания Веспер обК01,Kompaniya Vesper obK01,1000.0,RUB,,RU000A102R32,300000000,stock_bonds,2031-01-30,39.89,,non_exchange_bond
RU000A102UZ5,Кировский завод 1P2,КировЗд1Р2,Kirovsky Zavod 1P2,1000.0,SUR,2021-03-18,RU000A102UZ5,2690000,stock_bonds,2026-03-12,23.68,,corporate_bond
RU000A103LE7,СберИОС 001Р-464R 7Г РБЧ-М,СберИОС464,SberIOS 001P-464R 7Y RBC-M,1000.0,SUR,2021-09-17,RU000A103LE7,786844,stock_bonds,2028-09-21,0.7,,exchange_bond
RU000A0ZZYP6,ОбъединениеАгроЭлита  БО-П02,ОАЭ  БО-П2,ObjedinenieAgroElita BO-P02,940.0,SUR,2018-12-18,RU000A0ZZYP6,200000,stock_bonds,2023-02-25,10.62,,exchange_bond
RU000A0JV243,ПАО НК Роснефть БО-11,РоснфтБО11,Rosneft  BO-11,1000.0,SUR,2014-12-11,RU000A0JV243,30000000,stock_bonds,2024-11-28,46.87,,exchange_bond
XS1684384511,SoftBank Group Corp. 19/09/24,SFB-24,SoftBank Group Corp. 19/09/24,1000.0,USD,2017-09-19,XS1684384511,1350000,stock_bonds,2024-09-19,23.75,,corporate_bond
RU000A102A15,Санкт-Петербург обл. 35003,СПбГО35003,Saint-Petersburg 35003,1000.0,SUR,2020-10-27,RU000A102A15,30000000,stock_bonds,2027-04-13,30.17,,subfederal_bond
RU000A103D45,ИА ТБ-1 кл.Б,ИА ТБ1Б,MA TB1B,1000.0,SUR,2021-07-08,RU000A103D45,877500,stock_bonds,2034-03-23,0.0,,exchange_bond
RU000A0ZZM87,Красноярский край 35016 обл.,КрасЯрКр16,Krasnoyarsk Territory 35016,1000.0,SUR,2018-09-21,RU000A0ZZM87,12000000,stock_bonds,2025-09-12,21.69,,subfederal_bond
RU000A102DX6,ФК Открытие обКП14,ФК Открытие обКП14,FK Otkryitie obKP14,1000.0,RUB,,RU000A102DX6,241366000,stock_bonds,2023-11-24,10.5,,non_exchange_bond
RU000A101S81,РУСАЛ Братск БО-002P-01,РУСАБрБ2P1,RUSAL Bratsk BO-002P-01,1000.0,SUR,2020-06-09,RU000A101S81,10000000,stock_bonds,2030-05-28,16.21,,exchange_bond
RU000A103LD9,СберИОС 001Р-463R 5Г SBRIF ИНД,СберИОС463,SberIOS 001P-463R 5Y SBRIF IND,1000.0,SUR,2021-09-17,RU000A103LD9,138471,stock_bonds,2026-09-24,0.5,,exchange_bond
RU000A1006B5,Мясничий БО-П03,МясничБОП3,Myasnichiy BO-P03,800.5,SUR,2019-03-15,RU000A1006B5,300000,stock_bonds,2024-02-17,8.88,,exchange_bond
RU000A101RW0,Республика Казахстан 08,Казахст08,Republic of Kazakhstan 08,1000.0,SUR,2021-06-28,RU000A101RW0,10000000,stock_bonds,2028-06-19,38.34,,ofz_bond
XS2318748956,RZD Capital PLC 7.45 18/09/28,RZD-28 RUB,RZD Capital PLC 7.45 18/09/28,100000.0,SUR,2021-03-18,XS2318748956,200000,stock_bonds,2028-09-18,,,corporate_bond
RU000A102ZC3,СФО Азимут 01,Азимут 01,SFO Azimuth 01,1000.0,SUR,2021-04-16,RU000A102ZC3,1600000,stock_bonds,2025-04-16,24.88,,corporate_bond
RU000A0JS5F6,Вымпел-Коммуникации ПАО обл.04,ВымпелКом4,VimpelKom04,1000.0,SUR,2012-03-20,RU000A0JS5F6,590721,stock_bonds,2022-03-08,30.92,,corporate_bond
RU000A0ZZUG3,Жилой микрорайон обПК06,Жилой микрорайон обПК06,Zhiloj mikrorajon obPK06,1000000.0,RUB,,RU000A0ZZUG3,8933000000,stock_bonds,2025-10-01,23452.05,,non_exchange_bond
RU000A102UY8,ВЭБ.РФ ПБО-001Р-К105,ВЭБ1P-К105,VEB.RF PBO-001P-K105,1000.0,SUR,2021-10-18,RU000A102UY8,8965366,stock_bonds,2022-10-18,80.0,,exchange_bond
RU000A0ZZZ09,ДОМ.РФ Ипотечный агент 08-002P,ИА ДОМ 8P2,DOM.RF Mortgage agent 08-002P,380.84,SUR,2018-12-20,RU000A0ZZZ09,5149941,stock_bonds,2044-12-28,8.81,,corporate_bond
RU000A100KK2,Астон. Екатеринбур оббП03,Астон. Екатеринбур оббП03,Aston. Ekaterinbur obbP03,1000.0,RUB,,RU000A100KK2,54800000,stock_bonds,2022-01-06,69.81,,non_exchange_bond
RU000A0JV250,ПАО НК Роснефть БО-12,РоснфтБО12,Rosneft  BO-12,1000.0,SUR,2014-12-11,RU000A0JV250,30000000,stock_bonds,2024-11-28,46.87,,exchange_bond
RU000A102QQ2,Совкомбанк Лизинг БО-П04,СовкмЛ П04,SovcmL P04,1000.0,SUR,2021-02-08,RU000A102QQ2,2000000,stock_bonds,2024-02-05,15.46,,exchange_bond
RU000A0JU7B7,"""Российские ЖД"" ОАО БО-13",РЖД БО-13,RZhD BO-13,1000.0,SUR,2013-10-14,RU000A0JU7B7,25000000,stock_bonds,2033-09-19,38.29,,exchange_bond
RU000A100295,Сбербанк ПАО ИОС 001P-55R,СберИОС55,Sberbank IOS 001P-55R,1000.0,SUR,2019-01-31,RU000A100295,431179,stock_bonds,2022-08-10,47.6,,exchange_bond
RU000A101RV2,Республика Казахстан 07,Казахст07,Republic of Kazakhstan 07,1000.0,SUR,2020-09-23,RU000A101RV2,10000000,stock_bonds,2027-09-15,32.66,,ofz_bond
XS0864383723,Novatek Finance 4.422 13/12/22,Novatek-22,Novatek Finance 4.422 13/12/22,1000.0,USD,2012-12-13,XS0864383723,1000000,stock_bonds,2022-12-13,22.11,,corporate_bond
XS1960651641,BCS SP Plc Series 2019-7,BCS06/24-2,BCS SP Plc Series 2019-7,50000.0,EUR,2019-03-12,XS1960651641,100,stock_bonds,2024-06-27,867.8082,,corporate_bond
XS2336018374,BCS SP Plc Series 170,BCS08/24-2,BCS SP Plc Series 170,100000.0,SUR,2021-04-26,XS2336018374,6000,stock_bonds,2024-08-28,0.0,,corporate_bond
RU000A101JF2,Онлайн Микрофинанс БО-02,АйДиЭфБ02,Online Microfinance BO-02,1000.0,SUR,2020-03-18,RU000A101JF2,500000,stock_bonds,2023-03-15,10.27,,exchange_bond
RU000A0JXME4,ПАО ЧТПЗ 001P-03,ЧТПЗ 1P3,Chelpipe 001P-03,1000.0,SUR,2017-03-30,RU000A0JXME4,4999950,stock_bonds,2024-03-21,24.18,,exchange_bond
RU000A102DW8,ФК Открытие обКП13,ФК Открытие обКП13,FK Otkryitie obKP13,1000.0,RUB,,RU000A102DW8,256556000,stock_bonds,2023-11-24,10.5,,non_exchange_bond
XS1546386365,BCS Structured Products Plc 06,BCS SpPlc6,BCS Structured Products Plc 06,1250.0,USD,2017-01-12,XS1546386365,8000,stock_bonds,2022-10-03,37.916666,,corporate_bond
XS2269286345,BCS SP Plc Series 2020-36,BCS GMf11,BCS SP Plc Series 2020-36,100000.0,SUR,2020-12-03,XS2269286345,6000,stock_bonds,2025-12-20,4512.33,,corporate_bond
RU000A102E86,СберИОС 001Р-381R 3Г Top Five,СберИОС381,SberIOS 001P-381R 3Y Top Five,1000.0,SUR,2020-12-28,RU000A102E86,172368,stock_bonds,2024-01-05,0.3,,exchange_bond
XS1713473608,GTLK Europe Capital 17/04/25,GTLK-25,GTLK Europe Capital 17/04/25,1000.0,USD,2019-04-17,XS1713473608,500000,stock_bonds,2025-04-17,29.75,,corporate_bond
RU000A0JS5E9,Вымпел-Коммуникации ПАО обл.01,ВымпелКом1,VimpelKom01,1000.0,SUR,2012-03-20,RU000A0JS5E9,2231,stock_bonds,2022-03-08,30.92,,corporate_bond
SU53006RMFS1,ОФЗ-Н 53006 02/08/23,ОФЗн 53006,OFZ-n 53006,1000.0,SUR,2020-07-16,RU000A101WW0,15000000,stock_bonds,2023-08-02,23.44,,ofz_bond
RU000A102A07,АЛЬФА-БАНК Б2Р8,АЛЬФА-Б2Р8,ALFA-BANK 002P-08,1000.0,SUR,2020-10-27,RU000A102A07,8000000,stock_bonds,2023-10-30,29.58,,exchange_bond
RU000A103CR8,СберИОС 001Р-456R 5Г DEF ИНД,СберИОС456,SberIOS 001P-456R 5Y DEF IND,1000.0,SUR,2021-07-29,RU000A103CR8,58413,stock_bonds,2026-08-05,0.5,,exchange_bond
RU000A103D37,ИА ТБ-1 кл.А,ИА ТБ1А,MA TB1A,1000.0,SUR,2021-07-08,RU000A103D37,5622500,stock_bonds,2034-03-23,36.36,,exchange_bond
RU000A0JV1Y1,ПАО НК Роснефть БО-04,РоснфтБО4,Rosneft  BO-04,1000.0,SUR,2014-12-11,RU000A0JV1Y1,15000000,stock_bonds,2024-11-28,46.87,,exchange_bond
RU000A102QX8,ЛайфСтрим БО-П01,ЛайфСтр П1,LifeStream BO-P01,1000.0,SUR,2021-02-09,RU000A102QX8,300000,stock_bonds,2024-02-06,24.93,,exchange_bond
RU000A0NH251,Банк ВТБ (ПАО) Б-1-119,ВТБ Б1-119,Bank VTB B-1-119,1000.0,SUR,2020-11-10,RU000A0NH251,196327,stock_bonds,2022-11-08,0.05,,exchange_bond
RU000A102A80,СберИОС 001Р-367R 5Y СМШ,СберИОС367,SberIOS 001P-367R 5Y MIX,1000.0,SUR,2020-11-13,RU000A102A80,639128,stock_bonds,2025-11-20,0.5,,exchange_bond
RU000A103PS8,МФК Мани Мен 03,МаниМен 03,MoneyMan 03,1000.0,SUR,2021-09-16,RU000A103PS8,2000000,stock_bonds,2024-08-31,10.07,,corporate_bond
XS1764143597,BCS SP Plc Series 2018-1,BCS 02/28,BCS SP Plc Series 2018-1,100000.0,USD,2018-02-01,XS1764143597,1000,stock_bonds,2028-02-01,334.2666,,corporate_bond
XS1634369224,Republic of Belarus 29/6/27,BLR-27,Republic of Belarus 29/6/27,1000.0,USD,2017-06-29,XS1634369224,600000,stock_bonds,2027-06-29,38.125,,ofz_bond
